,Date,Tweets
58,2019-02-13 09:39:20,"@7NewsSydney @JetstarAirways @JetstarAirways is inconsistent. I have known people to fly North Qld to Melb. With stopover in Brisbane. Disgustingly, with the change of craft asked to pay overweight baggage $50-60+  #Jetstar #qantas #virginblue #rex"
59,2019-02-13 09:30:51,(10:25-23:45) #ForbiddenCity &amp; #Hutong #Beijinglayover tour fly from #London to #Sydney with #BritishAirways #BA39 &amp; #Qantas #QF108 today. https://t.co/XXYVDgSfGD https://t.co/eWHkj1YYIT
60,2019-02-13 07:29:52,@zzap @DustyPee Found one in my rag cupboard - shall in Ebay it ? #qantas PJs https://t.co/80GJoXJj2I
61,2019-02-13 05:06:57,Greg Lawson of JJ Lawson Transport - the proud winner of our Trucking Australia $500 @Qantas voucher.  Where will Greg jet off to? Hawaii? Peru? Alice Springs? The world is his oyster!  #TrucksRock #Holiday #Qantas https://t.co/S2zoANZ4yL
62,2019-02-13 04:56:50,Why is it that I am flying #Qantas with #Fiji_airlines and which is partly owned by Qantas and I am a club member and I dont have access to the lounge???????? I am sure a lot of QF customers come to Fiji yet u treat club members poorly..  ...????? Doest make sense?
63,2019-02-13 03:01:40,Quick chance for a snap to be the only person on the bridge boarding plane #qantas #airbus #airbus380 #a380 #melbourneairport #tullamarine #melbourne #australia @ Melbourne… https://t.co/Ns5RoTdXEM
64,2019-02-13 00:26:11,Hugo and Louis getting ready for their early morning flight tommorrow. Can’t wait to see my babies. #puppies #puppiesofinstagram #family #flyingdog #qantas… https://t.co/4BNY7H8JSj
65,2019-02-12 23:03:20,#Qantas rocking the retro aircraft livery at Sydney https://t.co/K3TCOWCGEH
66,2019-02-12 22:12:46,"Is the new metal-cut #Qantas Premier Titanium credit card worth its hefty $1,200 annual fee, even for those earning above $200,000/year (the minimum to apply)? Here's my detailed review: https://t.co/JSI9iEUSDU https://t.co/QaKCPqQPny"
67,2019-02-12 20:21:48,The Australian Competition and Consumer Commission (ACCC) has #launched an investigation into #Qantas’s recent #purchase of a 19.9% stake in Alliance Airlines. #AviationReport #News https://t.co/OV2OGGFXEG
68,2019-02-12 18:46:43,✈️ Qantas Airways - 📷 @flighthacks || #businessclassflights Follow @businessclassflights for more! 👌 - #Qantas #Firstclass #businessclass #businesstravel #FrequentFlyer #Luxury #LuxuryTravel #firstclassflight #firstclasssuite  #travelworld #flyQantas https://t.co/Q8yjy7hNlM
